month,state,handgun,long_gun,total,population
2003-01,District of Columbia,1,0,1,601723
2003-01,Florida,11191,11414,22605,18801310
2003-01,Georgia,6096,9087,15183,9687653
2003-01,Idaho,1058,2290,3348,1567582
2003-01,Illinois,4866,7026,11892,12830632
2003-01,Indiana,1703,4007,5710,6483802
2003-01,Iowa,18,2417,2435,3046355
2003-01,Kansas,2363,4944,7307,2853118
2003-01,Kentucky,5871,8597,14468,4339367
2003-01,Louisiana,5257,5970,11227,4533372
2003-01,Maine,964,1691,2655,1328361
2003-01,Maryland,72,3289,3361,5773552
2003-01,Massachusetts,1732,1276,3008,6547629
2003-01,Michigan,2239,10270,12509,9883640
2003-01,Minnesota,2543,5832,8375,5303925
2003-01,Mississippi,3362,5741,9103,2967297
2003-01,Missouri,2904,10557,13461,5988927
2003-01,Montana,1077,2463,3540,989415
2003-01,Nebraska,15,1818,1833,1826341
2003-01,Nevada,1806,1868,3674,2700551
2003-01,New Hampshire,1175,1677,2852,1316470
2003-01,New Jersey,1421,2206,3627,8791894
2003-01,New Mexico,1771,2781,4552,2059179
2003-01,New York,846,5742,6588,19378102
2003-01,North Carolina,200,10455,10655,9535483
2003-01,North Dakota,370,1186,1556,672591
2003-01,Ohio,7269,11867,19136,11536504
2003-01,Oklahoma,3701,6139,9840,3751351
2003-01,Oregon,3921,6204,10125,3831074
2003-01,Pennsylvania,0,38600,38600,12702379
2003-01,Rhode Island,317,396,713,1052567
2003-01,South Carolina,3378,4271,7649,4625364
2003-01,South Dakota,684,2086,2770,814180
2003-01,Tennessee,8062,9711,17773,6346105
2003-01,Texas,13123,21251,34374,25145561
2003-01,Utah,1347,2923,4270,2763885
2003-01,Vermont,375,655,1030,625741
2003-01,Virginia,6112,8780,14892,8001024
2003-01,Washington,4433,5721,10154,6724540
2003-01,West Virginia,2512,4294,6806,1852994
2003-01,Wisconsin,3306,7656,10962,5686986
2003-01,Wyoming,563,1173,1736,563626
2002-12,Alabama,6610,23501,30111,4779736
2002-12,Arizona,4580,7397,11977,6392017
2002-12,Arkansas,2997,14348,17345,2915918
2002-12,California,32200,28706,60906,37253956
2002-12,Colorado,6063,13489,19552,5029196
2002-12,Connecticut,2096,2664,4760,3574097
2002-12,Delaware,434,1771,2205,897934
2002-12,District of Columbia,1,0,1,601723
2002-12,Florida,11754,22425,34179,18801310
2002-12,Georgia,7289,22668,29957,9687653
2002-12,Idaho,1366,4665,6031,1567582
2002-12,Illinois,5310,12200,17510,12830632
2002-12,Indiana,1887,9930,11817,6483802
2002-12,Iowa,29,6586,6615,3046355
2002-12,Kansas,2358,10014,12372,2853118
2002-12,Kentucky,7163,19662,26825,4339367
2002-12,Louisiana,4647,17613,22260,4533372
2002-12,Maine,1033,3601,4634,1328361
2002-12,Maryland,63,6423,6486,5773552
2002-12,Massachusetts,1518,1611,3129,6547629
2002-12,Michigan,2353,22251,24604,9883640
2002-12,Minnesota,2692,10906,13598,5303925
2002-12,Mississippi,3646,15941,19587,2967297
2002-12,Missouri,3010,20492,23502,5988927
2002-12,Montana,1341,4476,5817,989415
2002-12,Nebraska,18,4528,4546,1826341
2002-12,Nevada,1918,3187,5105,2700551
2002-12,New Hampshire,1169,2552,3721,1316470
2002-12,New Jersey,1256,2893,4149,8791894
2002-12,New Mexico,2108,4997,7105,2059179
2002-12,New York,566,11725,12291,19378102
2002-12,North Carolina,220,24297,24517,9535483
2002-12,North Dakota,397,2386,2783,672591
2002-12,Ohio,9380,25337,34717,11536504
2002-12,Oklahoma,4039,13459,17498,3751351
2002-12,Oregon,4269,11488,15757,3831074
2002-12,Pennsylvania,0,50168,50168,12702379
2002-12,Rhode Island,281,479,760,1052567
2002-12,South Carolina,3649,11454,15103,4625364
2002-12,South Dakota,782,3933,4715,814180
2002-12,Tennessee,9252,22229,31481,6346105
2002-12,Texas,14673,51750,66423,25145561
2002-12,Utah,2082,7450,9532,2763885
2002-12,Vermont,437,1280,1717,625741
2002-12,Virginia,6758,18489,25247,8001024
2002-12,Washington,4359,9585,13944,6724540
2002-12,West Virginia,3464,9895,13359,1852994
2002-12,Wisconsin,3658,13156,16814,5686986
2002-12,Wyoming,800,2292,3092,563626
2002-11,Alabama,5226,16567,21793,4779736
2002-11,Arizona,3623,4787,8410,6392017
2002-11,Arkansas,2265,12580,14845,2915918
2002-11,California,21645,22253,43898,37253956
2002-11,Colorado,5378,11374,16752,5029196
2002-11,Connecticut,2002,3014,5016,3574097
2002-11,Delaware,403,1638,2041,897934
2002-11,District of Columbia,0,0,0,601723
2002-11,Florida,10420,16300,26720,18801310
2002-11,Georgia,5343,14818,20161,9687653
2002-11,Idaho,892,3142,4034,1567582
2002-11,Illinois,4435,11067,15502,12830632
2002-11,Indiana,1483,10101,11584,6483802
2002-11,Iowa,32,6103,6135,3046355
2002-11,Kansas,2088,9391,11479,2853118
2002-11,Kentucky,5241,15896,21137,4339367
2002-11,Louisiana,3724,13670,17394,4533372
2002-11,Maine,879,3670,4549,1328361
2002-11,Maryland,62,7098,7160,5773552
2002-11,Massachusetts,1588,1882,3470,6547629
2002-11,Michigan,1750,25412,27162,9883640
2002-11,Minnesota,1993,11860,13853,5303925
2002-11,Mississippi,2857,13544,16401,2967297
2002-11,Missouri,2387,18575,20962,5988927
2002-11,Montana,992,3638,4630,989415
2002-11,Nebraska,7,3918,3925,1826341
2002-11,Nevada,1644,2227,3871,2700551
2002-11,New Hampshire,1040,2726,3766,1316470
2002-11,New Jersey,1284,3200,4484,8791894
2002-11,New Mexico,1608,3882,5490,2059179
2002-11,New York,592,14134,14726,19378102
2002-11,North Carolina,214,18178,18392,9535483
2002-11,North Dakota,326,2479,2805,672591
2002-11,Ohio,7939,25864,33803,11536504
2002-11,Oklahoma,2973,10753,13726,3751351
2002-11,Oregon,3581,7807,11388,3831074
2002-11,Pennsylvania,0,61455,61455,12702379
2002-11,Rhode Island,344,495,839,1052567
2002-11,South Carolina,2843,7295,10138,4625364
2002-11,South Dakota,641,3835,4476,814180
2002-11,Tennessee,8047,17707,25754,6346105
2002-11,Texas,11955,35618,47573,25145561
2002-11,Utah,1327,4727,6054,2763885
2002-11,Vermont,393,1835,2228,625741
2002-11,Virginia,5725,16402,22127,8001024
2002-11,Washington,4051,7273,11324,6724540
2002-11,West Virginia,2536,10929,13465,1852994
2002-11,Wisconsin,3452,16555,20007,5686986
2002-11,Wyoming,532,1703,2235,563626
2002-10,Alabama,5174,10495,15669,4779736
2002-10,Arizona,3595,5172,8767,6392017
2002-10,Arkansas,2495,9816,12311,2915918
2002-10,California,18527,21054,39581,37253956
2002-10,Colorado,5487,12352,17839,5029196
2002-10,Connecticut,2532,3359,5891,3574097
2002-10,Delaware,463,1282,1745,897934
2002-10,District of Columbia,0,0,0,601723
2002-10,Florida,11108,13511,24619,18801310
2002-10,Georgia,5667,14075,19742,9687653
2002-10,Idaho,930,4024,4954,1567582
2002-10,Illinois,4456,9777,14233,12830632
2002-10,Indiana,1653,7308,8961,6483802
2002-10,Iowa,14,5187,5201,3046355
2002-10,Kansas,2012,7229,9241,2853118
2002-10,Kentucky,5120,12837,17957,4339367
2002-10,Louisiana,3878,11092,14970,4533372
2002-10,Maine,1188,6408,7596,1328361
2002-10,Maryland,55,5540,5595,5773552
2002-10,Massachusetts,1719,1875,3594,6547629
2002-10,Michigan,2071,22792,24863,9883640
2002-10,Minnesota,2340,17425,19765,5303925
2002-10,Mississippi,2743,8029,10772,2967297
2002-10,Missouri,2618,17189,19807,5988927
2002-10,Montana,1172,5908,7080,989415
2002-10,Nebraska,13,3652,3665,1826341
2002-10,Nevada,1894,2312,4206,2700551
2002-10,New Hampshire,1239,3335,4574,1316470
2002-10,New Jersey,1322,2583,3905,8791894
2002-10,New Mexico,1961,4024,5985,2059179
2002-10,New York,621,14158,14779,19378102
2002-10,North Carolina,213,14468,14681,9535483
2002-10,North Dakota,327,3728,4055,672591
2002-10,Ohio,7660,19222,26882,11536504
2002-10,Oklahoma,3412,8485,11897,3751351
2002-10,Oregon,3423,8527,11950,3831074
2002-10,Pennsylvania,0,57986,57986,12702379
2002-10,Rhode Island,344,541,885,1052567
2002-10,South Carolina,2668,5596,8264,4625364
2002-10,South Dakota,559,5404,5963,814180
2002-10,Tennessee,7362,12112,19474,6346105
2002-10,Texas,11678,33839,45517,25145561
2002-10,Utah,1228,4630,5858,2763885
2002-10,Vermont,480,2074,2554,625741
2002-10,Virginia,6792,13444,20236,8001024
2002-10,Washington,3791,8363,12154,6724540
2002-10,West Virginia,2680,9080,11760,1852994
2002-10,Wisconsin,3694,17404,21098,5686986
2002-10,Wyoming,609,1885,2494,563626
2002-09,Alabama,4762,9589,14351,4779736
2002-09,Arizona,3630,4820,8450,6392017
2002-09,Arkansas,2105,7131,9236,2915918
2002-09,California,16538,20960,37498,37253956
2002-09,Colorado,5421,10240,15661,5029196
2002-09,Connecticut,1784,2180,3964,3574097
2002-09,Delaware,336,973,1309,897934
2002-09,District of Columbia,0,0,0,601723
2002-09,Florida,10087,11020,21107,18801310
2002-09,Georgia,5095,10755,15850,9687653
2002-09,Idaho,1101,4130,5231,1567582
2002-09,Illinois,3479,7569,11048,12830632
2002-09,Indiana,1201,4811,6012,6483802
2002-09,Iowa,18,3558,3576,3046355
2002-09,Kansas,1704,5039,6743,2853118
2002-09,Kentucky,4741,9587,14328,4339367
2002-09,Louisiana,4019,9186,13205,4533372
2002-09,Maine,1215,4580,5795,1328361
2002-09,Maryland,58,4222,4280,5773552
2002-09,Massachusetts,1194,1301,2495,6547629
2002-09,Michigan,1913,19545,21458,9883640
2002-09,Minnesota,2280,16964,19244,5303925
2002-09,Mississippi,2555,5969,8524,2967297
2002-09,Missouri,2380,11189,13569,5988927
2002-09,Montana,1293,4603,5896,989415
2002-09,Nebraska,16,2240,2256,1826341
2002-09,Nevada,1659,2029,3688,2700551
2002-09,New Hampshire,1111,2567,3678,1316470
2002-09,New Jersey,1133,1926,3059,8791894
2002-09,New Mexico,1529,3172,4701,2059179
2002-09,New York,614,11156,11770,19378102
2002-09,North Carolina,210,11182,11392,9535483
2002-09,North Dakota,336,2940,3276,672591
2002-09,Ohio,7064,16062,23126,11536504
2002-09,Oklahoma,2875,6396,9271,3751351
2002-09,Oregon,3724,10604,14328,3831074
2002-09,Pennsylvania,0,47082,47082,12702379
2002-09,Rhode Island,318,411,729,1052567
2002-09,South Carolina,2619,5312,7931,4625364
2002-09,South Dakota,558,3656,4214,814180
2002-09,Tennessee,6368,9989,16357,6346105
2002-09,Texas,10542,34910,45452,25145561
2002-09,Utah,1215,4328,5543,2763885
2002-09,Vermont,480,1520,2000,625741
2002-09,Virginia,5287,10484,15771,8001024
2002-09,Washington,3587,7712,11299,6724540
2002-09,West Virginia,2393,6584,8977,1852994
2002-09,Wisconsin,3277,14561,17838,5686986
2002-09,Wyoming,642,1852,2494,563626
2002-08,Alabama,5352,8158,13510,4779736
2002-08,Arizona,4300,5738,10038,6392017
2002-08,Arkansas,2397,6161,8558,2915918
2002-08,California,18267,22782,41049,37253956
2002-08,Colorado,6151,10100,16251,5029196
2002-08,Connecticut,1873,1922,3795,3574097
2002-08,Delaware,365,879,1244,897934
2002-08,District of Columbia,0,0,0,601723
2002-08,Florida,11087,10848,21935,18801310
2002-08,Georgia,5403,9388,14791,9687653
2002-08,Idaho,1210,3300,4510,1567582
2002-08,Illinois,3724,7809,11533,12830632
2002-08,Indiana,1440,4586,6026,6483802
2002-08,Iowa,12,2351,2363,3046355
2002-08,Kansas,1831,4693,6524,2853118
2002-08,Kentucky,5337,9644,14981,4339367
2002-08,Louisiana,5586,7314,12900,4533372
2002-08,Maine,1074,2591,3665,1328361
2002-08,Maryland,56,3724,3780,5773552
2002-08,Massachusetts,1336,1068,2404,6547629
2002-08,Michigan,1910,12446,14356,9883640
2002-08,Minnesota,2293,11335,13628,5303925
2002-08,Mississippi,2975,6477,9452,2967297
2002-08,Missouri,2490,11034,13524,5988927
2002-08,Montana,1241,3650,4891,989415
2002-08,Nebraska,9,1811,1820,1826341
2002-08,Nevada,1913,1932,3845,2700551
2002-08,New Hampshire,1151,2109,3260,1316470
2002-08,New Jersey,1323,1868,3191,8791894
2002-08,New Mexico,2011,3074,5085,2059179
2002-08,New York,528,6931,7459,19378102
2002-08,North Carolina,210,12041,12251,9535483
2002-08,North Dakota,306,1971,2277,672591
2002-08,Ohio,6508,16232,22740,11536504
2002-08,Oklahoma,3232,6410,9642,3751351
2002-08,Oregon,3629,7222,10851,3831074
2002-08,Pennsylvania,0,43358,43358,12702379
2002-08,Rhode Island,339,346,685,1052567
2002-08,South Carolina,2801,5543,8344,4625364
2002-08,South Dakota,604,2912,3516,814180
2002-08,Tennessee,7298,11242,18540,6346105
2002-08,Texas,11118,32655,43773,25145561
2002-08,Utah,1270,3328,4598,2763885
2002-08,Vermont,435,994,1429,625741
2002-08,Virginia,5622,9400,15022,8001024
2002-08,Washington,3518,6195,9713,6724540
2002-08,West Virginia,2374,4767,7141,1852994
2002-08,Wisconsin,2993,9764,12757,5686986
2002-08,Wyoming,700,1562,2262,563626
2002-07,Alabama,4580,5127,9707,4779736
2002-07,Arizona,4222,4156,8378,6392017
2002-07,Arkansas,2027,3648,5675,2915918
2002-07,California,17115,19476,36591,37253956
2002-07,Colorado,4711,6852,11563,5029196
2002-07,Connecticut,1650,1530,3180,3574097
2002-07,Delaware,370,573,943,897934
2002-07,District of Columbia,0,0,0,601723
2002-07,Florida,9898,8128,18026,18801310
2002-07,Georgia,4694,6005,10699,9687653
2002-07,Idaho,846,2065,2911,1567582
2002-07,Illinois,3597,5341,8938,12830632
2002-07,Indiana,1214,2648,3862,6483802
2002-07,Iowa,43,1426,1469,3046355
2002-07,Kansas,1434,2486,3920,2853118
2002-07,Kentucky,4394,5775,10169,4339367
2002-07,Louisiana,3916,4147,8063,4533372
2002-07,Maine,818,1729,2547,1328361
2002-07,Maryland,46,2670,2716,5773552
2002-07,Massachusetts,1056,855,1911,6547629
2002-07,Michigan,1800,8182,9982,9883640
2002-07,Minnesota,1747,5753,7500,5303925
2002-07,Mississippi,2541,3191,5732,2967297
2002-07,Missouri,2144,6982,9126,5988927
2002-07,Montana,1149,2464,3613,989415
2002-07,Nebraska,16,1282,1298,1826341
2002-07,Nevada,1652,1570,3222,2700551
2002-07,New Hampshire,916,1544,2460,1316470
2002-07,New Jersey,1293,1456,2749,8791894
2002-07,New Mexico,1678,2498,4176,2059179
2002-07,New York,554,4958,5512,19378102
2002-07,North Carolina,172,6973,7145,9535483
2002-07,North Dakota,294,1162,1456,672591
2002-07,Ohio,5361,10352,15713,11536504
2002-07,Oklahoma,2781,4033,6814,3751351
2002-07,Oregon,2837,5185,8022,3831074
2002-07,Pennsylvania,0,37547,37547,12702379
2002-07,Rhode Island,323,291,614,1052567
2002-07,South Carolina,2322,2805,5127,4625364
2002-07,South Dakota,422,1585,2007,814180
2002-07,Tennessee,6561,6462,13023,6346105
2002-07,Texas,10347,17005,27352,25145561
2002-07,Utah,1227,2298,3525,2763885
2002-07,Vermont,411,729,1140,625741
2002-07,Virginia,4941,6839,11780,8001024
2002-07,Washington,3191,4701,7892,6724540
2002-07,West Virginia,2201,3462,5663,1852994
2002-07,Wisconsin,2248,5824,8072,5686986
2002-07,Wyoming,549,1092,1641,563626
2002-06,Alabama,4697,4811,9508,4779736
2002-06,Arizona,4088,3720,7808,6392017
2002-06,Arkansas,2149,3189,5338,2915918
2002-06,California,17283,19266,36549,37253956
2002-06,Colorado,4409,6049,10458,5029196
2002-06,Connecticut,1856,1604,3460,3574097
2002-06,Delaware,342,523,865,897934
2002-06,District of Columbia,1,0,1,601723
2002-06,Florida,10500,8361,18861,18801310
2002-06,Georgia,5051,5442,10493,9687653
2002-06,Idaho,949,2046,2995,1567582
2002-06,Illinois,3439,4551,7990,12830632
2002-06,Indiana,1222,2672,3894,6483802
2002-06,Iowa,22,1291,1313,3046355
2002-06,Kansas,1500,2370,3870,2853118
2002-06,Kentucky,4455,5272,9727,4339367
2002-06,Louisiana,3566,3677,7243,4533372
2002-06,Maine,788,1536,2324,1328361
2002-06,Maryland,35,2626,2661,5773552
2002-06,Massachusetts,1351,953,2304,6547629
2002-06,Michigan,1822,7922,9744,9883640
2002-06,Minnesota,1784,5318,7102,5303925
2002-06,Mississippi,2461,2818,5279,2967297
2002-06,Missouri,2130,6421,8551,5988927
2002-06,Montana,1066,2655,3721,989415
2002-06,Nebraska,10,1021,1031,1826341
2002-06,Nevada,1515,1472,2987,2700551
2002-06,New Hampshire,1008,1541,2549,1316470
2002-06,New Jersey,1438,1511,2949,8791894
2002-06,New Mexico,1682,2374,4056,2059179
2002-06,New York,584,5060,5644,19378102
2002-06,North Carolina,133,6879,7012,9535483
2002-06,North Dakota,276,1284,1560,672591
2002-06,Ohio,5793,8325,14118,11536504
2002-06,Oklahoma,2534,3859,6393,3751351
2002-06,Oregon,3399,5805,9204,3831074
2002-06,Pennsylvania,0,35335,35335,12702379
2002-06,Rhode Island,329,272,601,1052567
2002-06,South Carolina,2417,2446,4863,4625364
2002-06,South Dakota,404,1517,1921,814180
2002-06,Tennessee,6074,5782,11856,6346105
2002-06,Texas,10251,15598,25849,25145561
2002-06,Utah,1241,2303,3544,2763885
2002-06,Vermont,408,615,1023,625741
2002-06,Virginia,4499,6162,10661,8001024
2002-06,Washington,3110,4570,7680,6724540
2002-06,West Virginia,1963,3125,5088,1852994
2002-06,Wisconsin,2560,5752,8312,5686986
2002-06,Wyoming,637,1194,1831,563626
2002-05,Alabama,5012,4850,9862,4779736
2002-05,Arizona,4850,4271,9121,6392017
2002-05,Arkansas,2264,3509,5773,2915918
2002-05,California,18817,19929,38746,37253956
2002-05,Colorado,5386,6690,12076,5029196
2002-05,Connecticut,2004,1734,3738,3574097
2002-05,Delaware,386,629,1015,897934
2002-05,District of Columbia,2,0,2,601723
2002-05,Florida,10309,7780,18089,18801310
2002-05,Georgia,5145,5388,10533,9687653
2002-05,Idaho,1094,2527,3621,1567582
2002-05,Illinois,3932,5111,9043,12830632
2002-05,Indiana,1375,2725,4100,6483802
2002-05,Iowa,13,1369,1382,3046355
2002-05,Kansas,1590,2680,4270,2853118
2002-05,Kentucky,4805,5534,10339,4339367
2002-05,Louisiana,3650,3459,7109,4533372
2002-05,Maine,928,1649,2577,1328361
2002-05,Maryland,47,2438,2485,5773552
2002-05,Massachusetts,1390,949,2339,6547629
2002-05,Michigan,1926,8800,10726,9883640
2002-05,Minnesota,2090,5707,7797,5303925
2002-05,Mississippi,2620,2725,5345,2967297
2002-05,Missouri,2628,7200,9828,5988927
2002-05,Montana,1274,3060,4334,989415
2002-05,Nebraska,21,1109,1130,1826341
2002-05,Nevada,1861,1651,3512,2700551
2002-05,New Hampshire,1036,1689,2725,1316470
2002-05,New Jersey,1611,1764,3375,8791894
2002-05,New Mexico,1885,2518,4403,2059179
2002-05,New York,718,5995,6713,19378102
2002-05,North Carolina,130,6705,6835,9535483
2002-05,North Dakota,359,1256,1615,672591
2002-05,Ohio,6850,8397,15247,11536504
2002-05,Oklahoma,2936,4136,7072,3751351
2002-05,Oregon,3436,5932,9368,3831074
2002-05,Pennsylvania,0,39483,39483,12702379
2002-05,Rhode Island,340,321,661,1052567
2002-05,South Carolina,2566,2630,5196,4625364
2002-05,South Dakota,522,1714,2236,814180
2002-05,Tennessee,6794,6221,13015,6346105
2002-05,Texas,10594,15453,26047,25145561
2002-05,Utah,1422,2534,3956,2763885
2002-05,Vermont,482,869,1351,625741
2002-05,Virginia,5111,6436,11547,8001024
2002-05,Washington,3435,4812,8247,6724540
2002-05,West Virginia,2349,3545,5894,1852994
2002-05,Wisconsin,2869,6814,9683,5686986
2002-05,Wyoming,643,1223,1866,563626
2002-04,Alabama,4845,5073,9918,4779736
2002-04,Arizona,4951,4322,9273,6392017
2002-04,Arkansas,2377,4072,6449,2915918
2002-04,California,18826,20276,39102,37253956
2002-04,Colorado,5541,7774,13315,5029196
2002-04,Connecticut,1968,1863,3831,3574097
2002-04,Delaware,389,675,1064,897934
2002-04,District of Columbia,1,0,1,601723
2002-04,Florida,10388,7910,18298,18801310
2002-04,Georgia,5020,5769,10789,9687653
2002-04,Idaho,1187,2669,3856,1567582
2002-04,Illinois,4580,6652,11232,12830632
2002-04,Indiana,1514,3397,4911,6483802
2002-04,Iowa,40,2354,2394,3046355
2002-04,Kansas,1687,3235,4922,2853118
2002-04,Kentucky,4895,7831,12726,4339367
2002-04,Louisiana,3580,3432,7012,4533372
2002-04,Maine,1135,2095,3230,1328361
2002-04,Maryland,49,3018,3067,5773552
2002-04,Massachusetts,1525,1113,2638,6547629
2002-04,Michigan,2182,11239,13421,9883640
2002-04,Minnesota,2723,9739,12462,5303925
2002-04,Mississippi,3028,2978,6006,2967297
2002-04,Missouri,2740,10273,13013,5988927
2002-04,Montana,1492,3432,4924,989415
2002-04,Nebraska,13,1388,1401,1826341
2002-04,Nevada,1757,1728,3485,2700551
2002-04,New Hampshire,1194,2060,3254,1316470
2002-04,New Jersey,1750,1804,3554,8791894
2002-04,New Mexico,1818,2644,4462,2059179
2002-04,New York,953,7913,8866,19378102
